10.1016/j.neuroimage.2010.09.030, A new method based on ICBM152 head surface for probe placement in multichannel fNIRS 
10.1016/j.neuroimage.2006.08.056, Temporal dynamics of basal ganglia response and connectivity during verbal working memory 
10.1093/cercor/bhl133, Multiple Stages of Auditory Speech Perception Reflected in Event-Related fMRI  
10.1016/j.cogbrainres.2005.09.011, On the neural basis of focused and divided attention 
10.1016/j.neures.2004.10.009, Information processing of geometrical features of a surface based on binocular disparity cues: an fMRI study 
10.1016/j.neuroimage.2008.11.028, Connectivity and signal intensity in the parieto-occipital cortex predicts top-down attentional effect in visual masking: An fMRI study based on individual differences 
10.1016/j.neuropsychologia.2008.08.015, Is it logical to count on quantifiers? Dissociable neural networks underlying numerical and logical quantifiers 
10.1016/j.concog.2011.03.008, The neural basis of event-time introspection 
10.1093/scan/nsn016, Time course of superior temporal sulcus activity in response to eye gaze: a combined fMRI and MEG study  
10.1002/1097-0193(200101)12:1<42::AID-HBM40>3.0.CO;2-D, Functional networks in motor sequence learning: Abnormal topographies in Parkinson's disease 
10.1016/j.neuroimage.2006.09.017, The spatial distribution and temporal dynamics of brain regions activated during the perception of object and non-object patterns 
10.1016/j.neuropsychologia.2010.12.004, The influence of sentence novelty and figurativeness on brain activity 
10.1002/hbm.10155, Rollvection versus linearvection: Comparison of brain activations in PET 
10.1093/cercor/13.9.994, Dominance for Vestibular Cortical Function in the Non-dominant Hemisphere  
10.1016/j.neuroimage.2007.09.064, Neuroimaging of individuals with Down’s syndrome at-risk for dementia: Evidence for possible compensatory events 
10.1093/cercor/12.12.1322, Neural Basis of Mental Scanning of a Topographic Representation Built from a Text  
10.1002/hbm.20242, Two approaches to repetition suppression 
10.1016/j.neuropsychologia.2008.10.026, Constructive episodic simulation of the future and the past: Distinct subsystems of a core brain network mediate imagining and remembering 
10.1016/j.neuropsychologia.2009.09.006, Functional neuroimaging of self-referential encoding with age 
10.1093/cercor/bhr023, Sound to Language: Different Cortical Processing for First and Second Languages in Elementary School Children as Revealed        by a Large-Scale Study Using fNIRS       
10.1016/j.neuropsychologia.2009.08.024, Loss of imagery phenomenology with intact visuo-spatial task performance: A case of ‘blind imagination’ 
10.1016/j.pscychresns.2009.11.004, Bilateral functional asymmetry disparity in positive and negative schizophrenia revealed by resting-state fMRI 
10.1093/brain/awh671, Cholinergic challenge in Alzheimer patients and mild cognitive impairment differentially affects hippocampal activation—a        pharmacological fMRI study       
10.1016/j.neuroimage.2004.06.030, For better or for worse: neural systems supporting the cognitive down- and up-regulation of negative emotion 
10.1016/j.neuroimage.2005.01.018, Automated cortical projection of head-surface locations for transcranial functional brain mapping 
10.1002/hbm.20493, Neural substrates of phonological and lexicosemantic representations in Alzheimer's disease 
10.1152/jn.00926.2002, A Functional-Anatomical Model for Lipreading  
10.1002/hbm.20992, Implicit memory for object locations depends on reactivation of encoding‐related brain regions 
10.1111/j.1460-9568.2009.06819.x, Neural correlates of evaluative compared with passive tasting 
10.1016/j.bandl.2004.07.003, Modulation of brain activity during phonological familiarization 
10.1016/j.neuroimage.2007.02.051, Cortical abnormalities and language function in young patients with basal ganglia stroke 
10.1093/cercor/bhr084, Functional and Dysfunctional Brain Circuits Underlying Emotional Processing of Music in Autism Spectrum Disorders  
10.1016/j.neuroimage.2007.07.048, Developmental changes in activation and effective connectivity in phonological processing 
10.1093/cercor/bhh169, A Distributed Left Hemisphere Network Active During Planning of Everyday Tool Use Skills  
10.1016/j.neurobiolaging.2011.03.016, Cardiorespiratory fitness is associated with atrophy in Alzheimer's and aging over 2 years 
10.1002/hbm.20531, Functional connectivity of default mode network components: Correlation, anticorrelation, and causality 
10.1016/j.neuroscience.2007.09.048, Human fear-related motor neurocircuitry 
10.1002/hbm.10128, Compensatory cortical activation observed by fMRI during a cognitive task at the earliest stage of multiple sclerosis 
10.1016/j.neuroimage.2006.03.030, Sex differences in mental rotation: Top–down versus bottom–up processing 
10.1016/j.neuropsychologia.2004.06.023, Gray matter alteration in dyslexia: converging evidence from volumetric and voxel-by-voxel MRI analyses 
10.1016/j.neuroimage.2006.03.048, The left intraparietal sulcus and verbal short-term memory: Focus of attention or serial order? 
10.1093/brain/124.6.1156, The effects of bilateral hippocampal damage on fMRI regional activations and interactions during memory retrieval  
10.1016/j.neurobiolaging.2008.08.016, Vascular health risks and fMRI activation during a memory task in older adults 
10.1016/j.neuroimage.2005.11.003, Beyond threat: Amygdala reactivity across multiple expressions of facial affect 
10.1016/j.neuroimage.2007.04.050, Working memory effects on semantic processing: Priming differences in pars orbitalis 
10.1016/j.neuroimage.2005.04.038, Word and non-word reading: What role for the Visual Word Form Area? 
10.1016/j.neuroimage.2004.07.028, Prediction error for free monetary reward in the human prefrontal cortex 
10.1016/j.neuroimage.2008.04.233, In vivo PET study of 5HT2A serotonin and D2 dopamine dysfunction in drug-naive obsessive-compulsive disorder 
10.1016/j.neuropsychologia.2009.02.021, A failure to grasp the affective meaning of actions in autism spectrum disorder subjects 
10.1016/j.brainres.2010.06.019, Menstrual cycle and hormonal contraceptive use modulate human brain structure 
10.1016/j.biopsych.2006.08.024, Amygdala and Orbitofrontal Reactivity to Social Threat in Individuals with Impulsive Aggression 
10.1016/j.neuroimage.2010.04.025, How instructions modify perception: An fMRI study investigating brain areas involved in attributing human agency 
10.1111/j.1460-9568.2007.05314.x, Functional microstates within human REM sleep: first evidence from fMRI of a thalamocortical network specific for phasic REM periods 
10.1093/scan/nsp059, Neural differences in the processing of semantic relationships across cultures  
10.1371/journal.pone.0001470, fMRI Evidence for a Cortical Hierarchy of Pitch Pattern Processing 
10.1016/j.neuroimage.2010.05.035, Effective connectivity of cortical and subcortical regions during unification of sentence structure 
10.1016/j.neuroimage.2006.04.185, Correlations of interictal FDG-PET metabolism and ictal SPECT perfusion changes in human temporal lobe epilepsy with hippocampal sclerosis 
10.1016/j.neuroscience.2005.10.005, The modulatory effects of nicotine on parietal cortex activity in a cued target detection task depend on cue reliability 
10.1016/j.neulet.2009.01.052, A cerebral functional imaging study by positron emission tomography in healthy volunteers receiving true or sham acupuncture needling 
10.1016/j.neuropsychologia.2011.09.021, Age-related neural changes in autobiographical remembering and imagining 
10.1016/j.brainres.2009.10.006, Neural activity during social signal perception correlates with self-reported empathy 
10.1016/j.bandc.2008.05.010, Brain activation and deactivation during location and color working memory tasks in 11–13-year-old children 
10.1523/JNEUROSCI.2752-10.2010, Separate Valuation Subsystems for Delay and Effort Decision Costs  
10.1016/j.neuroimage.2010.01.089, Shared and selective neural correlates of inhibition, facilitation, and shifting processes during executive control 
10.1016/j.neuroimage.2011.10.030, The impact of serotonin transporter (5-HTTLPR) genotype on the development of resting-state functional connectivity in children and adolescents: A preliminary report 
10.1093/cercor/bhp109, Mentalizing under Uncertainty: Dissociated Neural Responses to Ambiguous and Unambiguous Mental State Inferences  
10.1016/j.neuroimage.2009.09.030, Taking a gamble or playing by the rules: Dissociable prefrontal systems implicated in probabilistic versus deterministic rule-based decisions 
10.1016/j.neuroimage.2011.01.073, Specialization for written words over objects in the visual cortex 
10.1016/j.brainres.2010.10.102, Using a self-organizing map algorithm to detect age-related changes in functional connectivity during rest in autism spectrum disorders 
10.1016/j.neuroimage.2009.03.040, Syntactic priming in German–English bilinguals during sentence comprehension 
10.1016/j.biopsych.2004.11.048, Sex differences in brain activation during stress imagery in abstinent cocaine users: A functional magnetic resonance imaging study 
10.1002/hbm.20209, Attentional modulation of emotional stimulus processing: An fMRI study using emotional expectancy 
10.1016/j.neuroimage.2005.11.035, Continuous ASL perfusion fMRI investigation of higher cognition: Quantification of tonic CBF changes during sustained attention and working memory tasks 
10.1093/cercor/bhl130, Empathy and Judging Other's Pain: An fMRI Study of Alexithymia  
10.1016/j.neuropsychologia.2010.12.033, Atypical processing of auditory temporal complexity in autistics 
10.1016/j.biopsych.2004.07.011, Effect of methylphenidate on executive functioning in adults with attention-deficit/hyperactivity disorder: Normalization of behavior but not related brain activity 
10.1016/j.neuroimage.2010.05.015, Evaluating an acoustically quiet EPI sequence for use in fMRI studies of speech and auditory processing 
10.1523/JNEUROSCI.3921-07.2008, Dopamine Depletion Impairs Frontostriatal Functional Connectivity during a Set-Shifting Task  
10.1371/journal.pone.0020942, Under Pressure: Response Urgency Modulates Striatal and Insula Activity during Decision-Making under Risk 
10.1016/j.biopsych.2009.06.021, The Effects of Psychotherapy on Neural Responses to Rewards in Major Depression 
10.1016/j.neuroimage.2006.01.036, Song and speech: Brain regions involved with perception and covert production 
10.1093/cercor/bhl076, Two Distinct Functional Networks for Successful Resolution of Proactive Interference  
10.1016/j.cogbrainres.2005.04.016, Age-related reorganization of encoding networks directly influences subsequent recognition memory 
10.1523/JNEUROSCI.1951-09.2009, Get Aroused and Be Stronger: Emotional Facilitation of Physical Effort in the Human Brain  
10.1016/j.neuroimage.2005.11.029, Phonetic processing areas revealed by sinewave speech and acoustically similar non-speech 
10.1016/j.neuroimage.2004.04.033, Cerebral activation during hypnotically induced and imagined pain 
10.1093/cercor/12.2.140, Spectral and Temporal Processing in Human Auditory Cortex  
10.1016/j.cogbrainres.2005.09.010, Cross-modal plasticity in deaf subjects dependent on the extent of hearing loss 
10.1016/j.bandl.2011.08.007, Difficulty processing temporary syntactic ambiguities in Lewy body spectrum disorder 
10.1016/j.neuropsychologia.2011.09.005, Some is not enough: Quantifier comprehension in corticobasal syndrome and behavioral variant frontotemporal dementia 
10.1093/cercor/bhn043, Medial Temporal Lobe Involvement in an Implicit Memory Task: Evidence of Collaborating Implicit and Explicit Memory Systems        from fMRI and Alzheimer's Disease       
10.1016/j.neuropsychologia.2006.08.014, The neural processing of moral sensitivity to issues of justice and care 
10.1016/j.neuroimage.2007.12.066, Cholesterol-related genetic risk scores are associated with hypometabolism in Alzheimer's-affected brain regions 
10.1523/JNEUROSCI.0936-05.2005, Cortical Sites Critical for Speech Discrimination in Normal and Impaired Listeners  
10.1016/j.neuropsychologia.2011.01.017, Amygdala activity at encoding corresponds with memory vividness and with memory for select episodic details 
10.1016/j.neuroimage.2007.03.077, Resolving sentence ambiguity with planning and working memory resources: Evidence from fMRI 
10.1016/j.brainres.2011.03.054, Neural correlates of rhyming vs. lexical and semantic fluency 
10.1016/j.neuroimage.2010.12.054, Neuroanatomical spatial patterns in Turner syndrome 
10.1016/j.neuroimage.2004.11.019, The neuroanatomy of general intelligence: sex matters 
10.1016/j.clinph.2011.06.007, Effects of mobile phone signals over BOLD response while performing a cognitive task 
10.1016/j.neuropsychologia.2011.03.007, How emotion leads to selective memory: Neuroimaging evidence 
10.1016/j.bandl.2011.09.004, Impairments of speech fluency in Lewy body spectrum disorder 
10.1016/j.pain.2009.10.012, Neuronal correlates in the modulation of placebo analgesia in experimentally-induced esophageal pain: A 3T-fMRI study 
10.1016/j.neuroimage.2006.09.033, Motor imagery of complex everyday movements. An fMRI study 
10.1016/j.neuropsychologia.2009.10.005, Neural responses to rigidly moving faces displaying shifts in social attention investigated with fMRI and MEG 
10.1016/j.neuroimage.2006.01.006, Distributed brain sites for the g-factor of intelligence 
10.1016/j.neuroimage.2007.04.069, Functional neuroanatomy of deductive inference: A language-independent distributed network 
10.1016/j.neuropsychologia.2010.06.020, Cerebral asymmetries in monozygotic twins: An fMRI study 
10.1016/j.neuroimage.2005.03.010, Familiarity enhances invariance of face representations in human ventral visual cortex: fMRI evidence 
10.1016/j.neurobiolaging.2011.06.024, Functional connectivity tracks clinical deterioration in Alzheimer's disease 
10.1016/j.neulet.2009.09.010, Differential effects of eyes open or closed in darkness on brain activation patterns in blind subjects 
10.1016/j.neuropsychologia.2011.04.016, Age-related changes in brain activation underlying single- and dual-task performance: Visuomanual drawing and mental arithmetic 
10.1016/j.neuropsychologia.2011.04.032, Differential neural activity during search of specific and general autobiographical memories elicited by musical cues 
10.1523/JNEUROSCI.3194-09.2009, Dual Neural Routing of Visual Facilitation in Speech Processing  
10.1523/JNEUROSCI.2252-07.2007, Audiovisual Temporal Correspondence Modulates Human Multisensory Superior Temporal Sulcus Plus Primary Sensory Cortices  
10.1016/j.neuroimage.2010.04.195, Characterizing the neural correlates of modality-specific and modality-independent accessibility and availability signals in memory using partial-least squares 
10.1016/j.pscychresns.2007.04.008, Neuronal correlates of reward and loss in Cluster B personality disorders: A functional magnetic resonance imaging study 
10.1002/hbm.20917, Impact of the virtual reality on the neural representation of an environment 
10.1093/brain/awn123, fMRI reveals distinct CNS processing during symptomatic and recovered complex regional pain syndrome in children  
10.1016/j.cogbrainres.2005.01.010, Functional connectivity with anterior cingulate and orbitofrontal cortices during decision-making 
10.1016/j.bandl.2011.07.004, Neural correlates of metonymy resolution 
10.1016/j.neuropsychologia.2006.03.016, Differential cerebral activation during observation of expressive gestures and motor acts 
10.1093/cercor/bhr025, Relationships between Beta-Amyloid and Functional Connectivity in Different Components of the Default Mode Network in Aging              
10.1016/j.neuroimage.2011.08.072, The hierarchical organization of semantic memory: Executive function in the processing of superordinate concepts 
10.1016/j.neuroimage.2009.05.043, Brain mediators of cardiovascular responses to social threat: Part I: Reciprocal dorsal and ventral sub-regions of the medial prefrontal cortex and heart-rate reactivity 
10.1371/journal.pone.0001292, What Are You Feeling? Using Functional Magnetic Resonance Imaging to Assess the Modulation of Sensory and Affective Responses during Empathy for Pain 
10.1016/j.brainres.2007.01.089, Brain responses to symptom provocation and trauma-related short-term memory recall in coal mining accident survivors with acute severe PTSD 
10.1016/j.neuropsychologia.2011.02.013, Glucose administration enhances fMRI brain activation and connectivity related to episodic memory encoding for neutral and emotional stimuli 
10.1093/cercor/bhq019, The Ventral and Inferolateral Aspects of the Anterior Temporal Lobe Are Crucial in Semantic Memory: Evidence from a Novel        Direct Comparison of Distortion-Corrected fMRI, rTMS, and Semantic Dementia       
10.1016/j.neuroimage.2011.02.081, The locative alternation: Distinguishing linguistic processing cost from error signals in Broca's region 
10.1093/brain/awh465, Sign and speech: amodal commonality in left hemisphere dominance for comprehension of sentences  
10.1016/j.neuroimage.2010.06.039, Early emergence of deviant frontal fMRI activity for phonological processes in poor beginning readers 
10.1016/j.neuroimage.2010.02.079, The effect of stimulus context on pitch representations in the human auditory cortex 
10.1016/j.cortex.2008.02.004, An fMRI study of sex differences in brain activation during object naming 
10.1523/JNEUROSCI.4835-05.2006, Somatic Sensation of Hand-Object Interactive Movement Is Associated with Activity in the Left Inferior Parietal Cortex  
10.1016/j.neuroimage.2010.08.021, Neural correlates of S-ketamine induced psychosis during overt continuous verbal fluency 
10.1016/j.neuropsychologia.2011.09.006, Neural processing associated with comprehension of an indirect reply during a scenario reading task 
10.1016/j.neuroimage.2007.01.043, Contextual interference in recognition memory with age 
10.1093/cercor/bhk029, Similar Frontal and Distinct Posterior Cortical Regions Mediate Visual and Auditory Perceptual Awareness  
10.1523/JNEUROSCI.4524-09.2010, Sound-Induced Enhancement of Low-Intensity Vision: Multisensory Influences on Human Sensory-Specific Cortices and Thalamic        Bodies Relate to Perceptual Enhancement of Visual Detection Sensitivity       
10.1523/JNEUROSCI.5793-08.2009, Temporal Order Judgments Activate Temporal Parietal Junction  
10.1093/cercor/bhr166, The Modular Neuroarchitecture of Social Judgments on Faces  
10.1002/hbm.20681, Distinct roles of left inferior frontal regions that explain individual differences in second language acquisition 
10.1016/j.neulet.2009.03.043, Evidence for glutamatergic neurotransmission in cognitive control in an auditory attention task 
10.1111/j.1460-9568.2009.06688.x, Spatial attention can modulate audiovisual integration at multiple cortical and subcortical sites 
10.1093/cercor/bhm130, The Relationship between Study Processing and the Effects of Cue Congruency at Retrieval: fMRI Support for Transfer Appropriate        Processing       
10.1002/hbm.20272, Dissociating stimulus‐driven semantic and phonological effect during reading and naming 
10.1016/j.neuroimage.2008.03.016, Perceiving and naming actions and objects 
10.1016/j.neuroimage.2010.05.048, Neural mechanisms for voice recognition 
10.1002/hbm.21411, Altered brain activation during response inhibition in children with primary nocturnal enuresis: An fMRI study 
10.1016/j.neuroimage.2009.12.054, The neural basis of agency: An fMRI study 
10.1016/j.neuropsychologia.2010.08.018, Equivalent activation of the hippocampus by face-face and face-laugh paired associate learning and recognition 
10.1016/j.neuroimage.2006.01.003, Higher blood pressure predicts lower regional grey matter volume: Consequences on short-term information processing 
10.1016/j.brainres.2006.11.074, The role of the basal ganglia and cerebellum in language processing 
10.1523/JNEUROSCI.0864-05.2005, Shifts of Effective Connectivity within a Language Network during Rhyming and Spelling  
10.1093/cercor/bhm049, Beyond Superior Temporal Cortex: Intersubject Correlations in Narrative Speech Comprehension  
10.1016/j.neuroimage.2004.09.019, Is voice processing species-specific in human auditory cortex? An fMRI study 
10.1093/brain/awl032, Neural basis of irony comprehension in children with autism: the role of prosody and context  
10.1523/JNEUROSCI.2751-09.2010, The Relationship of Lyrics and Tunes in the Processing of Unfamiliar Songs: A Functional Magnetic Resonance Adaptation Study              
10.1002/hbm.20113, Spontaneous low‐frequency BOLD signal fluctuations: An fMRI investigation of the resting‐state default mode of brain function hypothesis 
10.1093/cercor/bhr255, Aβ Deposition in Aging Is Associated with Increases in Brain Activation during Successful Memory Encoding  
10.1016/j.bandl.2010.08.004, Individual differences in the neural basis of causal inferencing 
10.1523/JNEUROSCI.4159-11.2011, Brain Activity during Ankle Proprioceptive Stimulation Predicts Balance Performance in Young and Older Adults  
10.1002/hbm.21257, The neural basis of central proprioceptive processing in older versus younger adults: An important sensory role for right putamen 
10.1016/j.neuropsychologia.2008.12.011, Perspective-taking as part of narrative comprehension: A functional MRI study 
10.1016/j.neuropsychologia.2010.11.003, Functional roles and cultural modulations of the medial prefrontal and parietal activity associated with causal attribution 
10.1093/cercor/bhp008, The Neural Architecture of Music-Evoked Autobiographical Memories  
10.1093/brain/122.7.1367, Right prefrontal cortex and episodic memory retrieval: a functional MRI test of the monitoring hypothesis  
10.1523/JNEUROSCI.4729-09.2010, Updating Beliefs for a Decision: Neural Correlates of Uncertainty and Underconfidence  
10.1016/j.bandl.2009.07.005, Neural correlates of priming effects in children during spoken word processing with orthographic demands 
10.1093/brain/123.8.1722, Episodic memory in left temporal lobe epilepsy: a functional MRI study  
10.1093/cercor/bhr162, Distinctive Neural Processes during Learning in Autism  
10.1016/j.neuroimage.2009.05.053, Processing of voices in deafness rehabilitation by auditory brainstem implant 
10.1002/hbm.21021, Differentiable cortical networks for inferences concerning people's intentions versus physical causality 
10.1016/j.neuroimage.2010.08.012, Similarities and differences in perceiving threat from dynamic faces and bodies. An fMRI study 
10.1016/j.neuroimage.2004.10.045, Verbal episodic memory impairment in Alzheimer's disease: a combined structural and functional MRI study 
10.1016/j.neuropsychologia.2006.02.002, Neural correlates of developmental differences in risk estimation and feedback processing 
10.1002/hbm.20262, Electrophysiological and hemodynamic evidence for late maturation of hand power grip and force control under visual feedback 
10.1002/hbm.21443, Impairment of executive performance after transcranial magnetic modulation of the left dorsal frontal‐striatal circuit 
10.1371/journal.pone.0000891, No Language-Specific Activation during Linguistic Processing of Observed Actions 
10.1016/j.neuroimage.2010.05.009, Phospholipase A2 activity is associated with structural brain changes in schizophrenia 
10.1111/j.1460-9568.2005.04033.x, Recapitulating emotional context: activity of amygdala, hippocampus and fusiform cortex during recollection and familiarity 
10.1016/j.neulet.2008.07.050, Emotional experience modulates brain activity during fixation periods between tasks 
10.1523/JNEUROSCI.4225-09.2010, The Inferior Parietal Lobule and Recognition Memory: Expectancy Violation or Successful Retrieval?  
10.1016/j.neuroimage.2011.06.036, Is left fronto-temporal connectivity essential for syntax? Effective connectivity, tractography and performance in left-hemisphere damaged patients 
10.1016/j.neuroimage.2009.05.066, Differential roles for left inferior frontal and superior temporal cortex in multimodal integration of action and language 
10.1016/j.neuroimage.2008.03.054, Face-specific and domain-general characteristics of cortical responses during self-recognition 
10.1002/hbm.20709, Postconcussion syndrome after minor head injury: Brain activation of working memory and attention 
10.1016/j.neuroimage.2011.02.015, How specific is specific phobia? Different neural response patterns in two subtypes of specific phobia 
10.1016/j.neuroimage.2010.12.034, Opposing patterns of neural priming in same-exemplar vs. different-exemplar repetition predict subsequent memory 
10.1016/j.biopsych.2010.05.012, Neural Substrates of Impaired Sensorimotor Timing in Adult Attention-Deficit/Hyperactivity Disorder 
10.1016/j.neuroimage.2006.01.034, Human brain mechanisms for the early analysis of voices 
10.1002/hbm.21220, Staying responsive to the world: Modality‐specific and ‐nonspecific contributions to speeded auditory, tactile, and visual stimulus detection 
10.1093/scan/nsr024, Stress shifts brain activation towards ventral ‘affective’ areas during emotional distraction  
10.1002/hbm.20556, The determiner congruency effect in language production investigated with functional MRI 
10.1016/j.cortex.2009.02.019, Object naming and action-verb generation in Parkinson's disease: A fMRI study 
10.1016/j.cogbrainres.2005.02.018, Neural impact of the semantic content of visual mental images and visual percepts 
10.1523/JNEUROSCI.4040-09.2010, Inferior Frontal Gyrus Activation Predicts Individual Differences in Perceptual Learning of Cochlear-Implant Simulations  
10.1016/j.bandl.2010.05.003, The neural correlates of highly iconic structures and topographic discourse in French Sign Language as observed in six hearing native signers 
10.1093/cercor/bhn007, The Role of the Posterior Superior Temporal Sulcus in Audiovisual Processing  
10.1016/j.neuroimage.2008.03.008, Role of left superior temporal gyrus during name recall process: An event-related fMRI study 
10.1016/j.neuropsychologia.2006.06.017, How default is the default mode of brain function?: Further evidence from intrinsic BOLD signal fluctuations 
10.1016/j.neuroimage.2008.07.001, Reliable assessment of lower limb motor representations with fMRI: Use of a novel MR compatible device for real-time monitoring of ankle, knee and hip torques 
10.1016/j.neuroimage.2010.05.002, Prior auditory information shapes visual category-selectivity in ventral occipito-temporal cortex 
10.1016/j.neuroimage.2007.05.037, Sex differences in cortical and subcortical recruitment during simple and complex motor control: An fMRI study 
10.1016/j.brainres.2009.10.030, Neural substrates of irony comprehension: A functional MRI study 
10.1002/hbm.20213, Using fMRI to dissociate sensory encoding from cognitive evaluation of heat pain intensity 
10.1016/j.neuroimage.2010.04.021, Neural mechanism of unconscious perception of surprised facial expression 
10.1093/cercor/bhr056, The Effects of Aging on Material-Independent and Material-Dependent Neural Correlates of Source Memory Retrieval  
10.1016/j.neuroimage.2010.02.047, Love hurts: An fMRI study 
10.1002/hbm.21414, A salty‐congruent odor enhances saltiness: Functional magnetic resonance imaging study 
10.1002/hbm.21067, Pramipexole modulates the neural network of reward anticipation 
10.1093/scan/nsl036, Social interaction modifies neural response to gaze shifts  
10.1016/j.neuroimage.2008.02.055, Developmental changes in brain regions involved in phonological and orthographic processing during spoken language processing 
10.1016/j.brainres.2011.08.060, The synchronization of spontaneous BOLD activity predicts extraversion and neuroticism 
10.1523/JNEUROSCI.2559-11.2011, Hearing Loss in Older Adults Affects Neural Systems Supporting Speech Comprehension  
10.1371/journal.pone.0006786, Episodic Memory in Detoxified Alcoholics: Contribution of Grey Matter Microstructure Alteration 
10.1016/j.neuroimage.2008.01.058, A bilateral cortico-bulbar network associated with breath holding in humans, determined by functional magnetic resonance imaging 
10.1016/j.neuroimage.2011.10.075, Autism spectrum traits predict the neural response to eye gaze in typical individuals 
10.1002/hbm.20299, Assessing the influence of scanner background noise on auditory processing. II. An fMRI study comparing auditory processing in the absence and presence of recorded scanner noise using a sparse design 
10.1016/j.neuroimage.2007.12.067, Neural correlates of the processing of another’s mistakes: A possible underpinning for social and observational learning 
10.1016/j.neuroimage.2011.02.032, The left fusiform gyrus hosts trisensory representations of manipulable objects 
10.1016/j.neuroimage.2005.12.019, Acute opioid effects on human brain as revealed by functional magnetic resonance imaging 
10.1093/cercor/bhl103, Better Memory and Neural Efficiency in Young Apolipoprotein E ε4 Carriers  
10.1016/j.neuroimage.2006.05.002, Parallel memory systems for talking about location and age in precuneus, caudate and Broca's region 
10.1016/j.neuropsychologia.2007.04.012, Gender differences in the cognitive control of emotion: An fMRI study 
10.1016/j.neuroimage.2006.04.173, An fMRI investigation of syllable sequence production 
10.1371/journal.pone.0011509, Methylphenidate Attenuates Limbic Brain Inhibition after Cocaine-Cues Exposure in Cocaine Abusers 
10.1016/j.jpsychires.2010.07.012, Effects of gustatory stimulation on brain activity during hunger and satiety in females with restricting-type anorexia nervosa: An fMRI study 
10.1016/j.pain.2008.05.020, Central representation of cold-evoked pain relief in capsaicin induced pain: An event-related fMRI study 
10.1016/j.pain.2010.06.022, NMDA-receptor antagonist and morphine decrease CRPS-pain and cerebral pain representation 
10.1016/j.brainres.2009.11.045, Involvement of right dorsolateral prefrontal cortex in ill-structured design cognition: An fMRI study 
10.1016/j.neuropsychologia.2010.04.031, Mental state attribution and the temporoparietal junction: An fMRI study comparing belief, emotion, and perception 
10.1016/j.neuroscience.2010.01.047, Depression symptoms and cognitive control of emotion cues: a functional magnetic resonance imaging study 
10.1016/j.neuroimage.2006.01.004, Locating the initial stages of speech–sound processing in human temporal cortex 
10.1111/j.1460-9568.2006.05240.x, Periodicity and frequency coding in human auditory cortex 
10.1093/cercor/bhr180, Goal-Directed Actions Activate the Face-Sensitive Posterior Superior Temporal Sulcus and Fusiform Gyrus in the Absence of        Human-Like Perceptual Cues       
10.1016/j.neuroimage.2011.06.014, Changes occur in resting state network of motor system during 4weeks of motor skill learning 
10.1016/j.cortex.2011.10.007, Foreign accent syndrome: A multimodal mapping study 
10.1111/j.1460-9568.2008.06094.x, Processing of sound location in human cortex 
10.1093/cercor/13.5.517, An Event-related fMRI Study of Explicit Syntactic Processing of Normal/Anomalous Sentences in Contrast to Implicit Syntactic        Processing       
10.1016/j.bandl.2011.05.006, The organization of narrative discourse in Lewy body spectrum disorder 
10.1016/j.neuroimage.2007.07.059, Cerebral blood flow associated with creative performance: A comparative study 
10.1523/JNEUROSCI.2924-11.2011, Neural Correlates of Trial-to-Trial Fluctuations in Response Caution  
